Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Std,Down/Up Ratio,Source IP,Destination Port,Label
3236893,11,0,41561.08,17.35,269593.13,103747.01,335.72,805.18,398.11,0.9897,192.168.10.19,3389,BENIGN
9486441,16,14,57845.73,44.37,162390.89,156528.29,287.44,371.11,397.53,1.8311,192.168.10.9,80,BENIGN
2895347,199,9,10367.16,29.53,14237.28,6439.92,31.77,32.11,24.0,0.0457,172.16.0.1,21,FTP-Patator
11075531,4,2,11790.66,27.34,442587.25,105326.7,411.21,583.41,496.26,1.3084,192.168.10.14,25,BENIGN
9216633,17,10,35390.0,45.34,59728.0,76573.68,469.11,595.27,397.16,1.168,192.168.10.9,21,BENIGN
121150,3,1,841.42,26.13,65866.84,23949.8,26.22,50.98,7.68,0.1125,172.16.0.1,76,PortScan
10498929,143,5,8787.92,99.54,7900.78,6480.83,40.02,52.22,24.25,0.0385,172.16.0.1,21,FTP-Patator
10529127,11,18,31618.63,28.73,222816.16,150983.95,456.76,507.82,467.41,0.6684,192.168.10.5,3389,BENIGN
7128334,20,11,22463.55,31.01,278234.47,87418.08,450.7,538.52,316.74,0.3984,192.168.10.3,22,BENIGN
16530988,18,11,33358.47,38.82,478466.78,68379.01,259.91,583.97,339.57,0.9314,192.168.10.25,21,BENIGN
1467491,932,0,1660788.31,1116.31,1368.6,400.42,860.55,206.01,113.62,0.0038,172.16.0.1,443,DoS Hulk
1405816,589,6,1318265.57,1455.33,231.17,491.4,718.87,335.42,221.49,0.0047,172.16.0.1,443,DoS Hulk
10043209,19,7,24248.25,41.18,297590.25,138941.98,182.3,465.31,478.73,0.8386,192.168.10.25,22,BENIGN
1113189,552,4,1510503.71,703.01,1162.99,595.22,540.73,236.16,183.78,0.0048,172.16.0.1,443,DoS Hulk
23540238,25,1,355.71,1.27,2633500.96,293562.21,59.6,93.72,32.39,0.071,172.16.0.1,80,DoS slowloris
3273904,284,12,10838.57,82.03,26813.08,10351.05,38.45,50.68,22.2,0.0106,172.16.0.1,21,FTP-Patator
48792,17,18,50428.61,33.33,293930.94,148467.54,251.5,544.97,388.5,1.055,192.168.10.8,22,BENIGN
12392491,212,6,14544.58,61.23,29126.47,6609.24,62.52,35.53,11.99,0.0448,172.16.0.1,21,FTP-Patator
9242072,22,13,16753.1,34.29,245868.5,128538.87,512.14,681.46,219.13,0.5292,192.168.10.15,443,BENIGN
7727337,15,8,57084.86,34.52,395540.65,117117.05,185.94,464.43,391.47,1.6206,192.168.10.3,21,BENIGN
22899281,120,14,2985.1,29.38,103626.85,26596.29,58.01,182.67,76.8,0.0351,172.16.0.1,22,SSH-Patator
134158,2,0,808.19,16.65,47315.25,21260.59,40.68,37.75,6.92,0.6564,172.16.0.1,87,PortScan
10711439,18,17,27666.59,28.02,335891.77,134059.18,147.54,352.35,505.03,1.6205,192.168.10.3,22,BENIGN
669395,976,6,1276868.97,1428.19,1493.81,384.86,385.9,425.36,86.83,0.0105,172.16.0.1,443,DoS Hulk
12635643,177,8,6283.61,80.67,6410.18,10739.36,40.93,26.86,33.57,0.0549,172.16.0.1,21,FTP-Patator
9444847,1,23,40126.49,30.09,322058.82,75756.18,306.98,487.16,403.38,1.4958,192.168.10.3,25,BENIGN
19906332,135,16,9161.24,33.87,110784.84,23288.42,62.66,124.17,52.46,0.1768,172.16.0.1,22,SSH-Patator
774527,828,6,1458281.85,971.43,1452.3,358.29,622.4,258.26,231.31,0.0045,172.16.0.1,80,DoS Hulk
1105796,885,3,1513858.44,785.72,1007.16,388.27,936.46,172.08,252.63,0.0013,172.16.0.1,443,DoS Hulk
2623216,1,13,17447.48,25.67,210115.87,108826.61,338.51,411.53,164.13,0.7221,192.168.10.17,8080,BENIGN
5483040,178,10,8880.07,69.27,13573.18,9689.43,48.18,50.2,18.61,0.0095,172.16.0.1,21,FTP-Patator
1680760,638,1,1237688.99,1162.51,1030.3,450.63,909.17,154.82,205.08,0.0062,172.16.0.1,443,DoS Hulk
13402582,7,8,40407.95,36.65,243171.54,210152.7,339.87,626.11,296.16,1.2917,192.168.10.14,21,BENIGN
30161437,24,2,103.27,1.27,2406976.29,848707.83,24.21,62.69,24.71,0.0273,172.16.0.1,443,DoS slowloris
100125,3,0,612.08,11.89,29482.34,20846.94,36.91,39.48,12.24,0.7791,172.16.0.1,28,PortScan
13538228,17,16,38013.95,26.78,272394.76,116716.68,341.67,577.31,422.77,0.8673,192.168.10.15,8080,BENIGN
36226673,27,1,303.57,1.09,2422779.79,957440.94,47.24,67.8,30.8,0.0677,172.16.0.1,80,DoS slowloris
936180,1211,3,1540089.71,1164.48,947.65,300.19,443.26,283.55,167.21,0.0038,172.16.0.1,443,DoS Hulk
17830112,116,9,16631.95,41.21,126664.87,27349.44,141.97,112.0,48.51,0.1269,172.16.0.1,22,SSH-Patator
9824656,6,23,28263.45,31.12,203782.13,115721.22,206.26,682.88,280.61,0.6019,192.168.10.17,53,BENIGN
4582104,14,21,64985.7,36.21,435170.73,136689.73,331.94,571.18,447.83,1.145,192.168.10.8,25,BENIGN
104751,2,1,260.33,47.89,68146.88,19149.89,68.84,57.16,9.81,0.5258,172.16.0.1,67,PortScan
6496019,6,16,10705.04,43.27,279903.64,100247.29,384.08,469.97,533.76,1.4561,192.168.10.19,80,BENIGN
13338439,185,7,13333.39,61.76,8619.4,2218.77,34.45,31.38,12.96,0.0088,172.16.0.1,21,FTP-Patator
9804510,16,15,39560.16,17.51,466627.37,97403.71,422.79,723.44,372.55,1.0999,192.168.10.15,22,BENIGN
9515239,27,7,37203.45,29.18,243230.13,73014.33,513.37,244.56,513.08,1.4394,192.168.10.9,21,BENIGN
75348,2,0,537.34,11.21,51734.91,8497.2,54.87,61.38,9.11,0.3247,172.16.0.1,42,PortScan
18331432,23,1,388.36,1.64,2656437.53,446609.35,36.59,91.37,19.39,0.0945,172.16.0.1,443,DoS slowloris
14743866,166,6,5155.37,62.45,124705.46,22997.41,114.33,96.35,73.01,0.0742,172.16.0.1,22,SSH-Patator
34284820,21,3,399.9,1.38,3315038.39,676129.87,67.7,75.24,28.36,0.091,172.16.0.1,80,DoS slowloris
15526674,138,11,17081.03,51.73,114095.34,5429.18,92.15,148.97,84.03,0.0997,172.16.0.1,22,SSH-Patator
98115,2,0,827.87,18.27,31863.32,17842.91,52.55,69.62,10.26,0.4512,172.16.0.1,70,PortScan
8815415,12,0,75905.63,40.32,390009.52,170164.69,437.22,485.01,345.96,1.3166,192.168.10.3,80,BENIGN
171523,2,0,522.76,39.59,57765.35,14498.47,59.1,24.97,7.85,0.5158,172.16.0.1,78,PortScan
1759826,1035,3,753484.48,817.35,849.89,545.24,859.63,352.71,219.1,0.007,172.16.0.1,80,DoS Hulk
14940076,161,2,9259.27,51.12,119393.23,34669.06,18.87,131.2,48.44,0.0321,172.16.0.1,22,SSH-Patator
97663,1,0,745.57,14.77,61133.17,17768.88,39.3,37.86,13.81,0.7361,172.16.0.1,42,PortScan
12295725,221,10,13504.86,59.42,15447.09,6425.92,19.4,44.0,23.67,0.0222,172.16.0.1,21,FTP-Patator
12250663,16,0,30729.57,39.25,237026.37,144568.74,437.3,602.07,464.45,1.7722,192.168.10.15,3389,BENIGN
6105614,118,11,12287.04,37.55,98275.98,34168.25,106.62,192.51,52.62,0.1174,172.16.0.1,22,SSH-Patator
7524653,21,10,13721.4,37.88,326173.39,69516.43,493.63,391.75,459.49,1.9802,192.168.10.3,22,BENIGN
32456217,35,0,388.96,0.75,1879593.41,527992.32,55.42,35.92,34.98,0.0666,172.16.0.1,443,DoS slowloris
8256395,186,8,9138.02,33.91,128039.38,25720.32,71.91,155.12,72.08,0.0847,172.16.0.1,22,SSH-Patator
1664575,959,2,943224.99,1521.51,574.49,431.07,476.29,466.39,143.12,0.0029,172.16.0.1,443,DoS Hulk
917151,706,1,826712.95,1133.75,619.66,338.29,445.44,189.52,146.51,0.007,172.16.0.1,80,DoS Hulk
14755784,8,15,46151.89,24.51,28358.1,124080.63,559.54,680.17,555.89,1.2903,192.168.10.3,25,BENIGN
1155611,1069,1,1330319.73,1043.49,815.7,429.03,706.27,412.76,133.55,0.0042,172.16.0.1,443,DoS Hulk
1403926,17,16,36569.09,41.11,230965.94,124402.95,524.77,692.72,409.46,1.0592,192.168.10.25,22,BENIGN
31928,2,0,646.62,24.63,23049.79,15180.86,42.06,28.48,9.19,0.5449,172.16.0.1,71,PortScan
11758298,18,14,44741.4,36.71,83809.04,128998.36,295.07,502.33,304.47,1.3542,192.168.10.16,22,BENIGN
5909628,6,14,13661.68,28.19,69203.4,102726.2,359.17,532.29,442.97,0,192.168.10.50,443,BENIGN
10485399,11,12,57208.03,11.19,522106.4,120525.31,343.02,552.8,239.43,1.0354,192.168.10.16,3389,BENIGN
47929,2,0,1294.48,37.95,46778.23,13302.91,61.45,56.14,10.73,0.46,172.16.0.1,26,PortScan
4645664,5,11,37371.72,40.82,244209.2,75718.11,350.38,393.67,188.98,0.7958,192.168.10.50,8080,BENIGN
5392885,227,8,5838.92,52.21,12174.09,9741.22,39.79,22.82,22.72,0.0679,172.16.0.1,21,FTP-Patator
13880499,7,6,53904.81,37.61,282694.08,100751.83,317.87,657.9,265.47,0.5111,192.168.10.50,3389,BENIGN
1083414,1064,0,932671.67,1542.49,809.22,181.94,896.87,422.79,216.2,0.0073,172.16.0.1,80,DoS Hulk
10541979,5,2,52330.59,36.43,328455.51,56980.66,249.4,378.39,525.64,1.2276,192.168.10.8,80,BENIGN
9092254,13,16,18455.96,38.32,211707.4,123324.65,325.71,324.88,352.84,1.6588,192.168.10.17,8080,BENIGN
8082556,13,16,22030.61,36.18,393600.85,103016.87,462.53,714.4,0,0.4101,192.168.10.17,21,BENIGN
8594543,16,12,0,28.1,364645.98,84765.2,343.22,260.66,361.12,1.5889,192.168.10.16,80,BENIGN
7625146,16,12,46758.5,34.0,349997.77,117885.93,392.53,538.11,333.55,0.6447,192.168.10.9,21,BENIGN
13422638,15,4,5844.45,23.54,245705.57,202721.31,465.88,665.84,109.44,1.1393,192.168.10.8,443,BENIGN
137110,1,0,916.29,14.58,37680.44,9639.2,24.15,47.53,16.52,0.5328,172.16.0.1,38,PortScan
4862722,9,10,35736.86,22.9,290359.68,110523.54,262.34,530.82,516.41,1.5661,192.168.10.19,8080,BENIGN
6776911,144,8,3831.1,64.52,22382.16,6013.98,42.2,45.83,25.8,0.0415,172.16.0.1,21,FTP-Patator
20207917,204,20,11333.43,27.4,130416.06,32547.91,126.47,171.47,81.58,0.12,172.16.0.1,22,SSH-Patator
112506,2,1,828.8,35.68,14643.74,23374.88,44.33,44.12,10.03,0.7575,172.16.0.1,31,PortScan
68959,2,1,474.97,29.52,40835.61,25867.21,53.07,38.22,10.22,0.5828,172.16.0.1,51,PortScan
4167108,13,25,42638.46,42.84,208534.07,138211.3,499.5,711.45,575.39,1.2133,192.168.10.8,3389,BENIGN
13143893,347,10,12043.33,99.95,29082.51,6509.36,31.43,20.96,23.8,0.0287,172.16.0.1,21,FTP-Patator
52460,2,0,518.59,25.62,51498.7,10.69,49.71,42.18,8.75,0.4636,172.16.0.1,60,PortScan
33636237,11,2,400.59,0.46,3527169.57,958944.92,34.85,39.91,39.51,0.0869,172.16.0.1,443,DoS slowloris
5887476,5,21,41006.05,32.48,253981.12,141519.71,332.56,358.38,351.65,1.2071,192.168.10.50,25,BENIGN
9404380,9,18,43632.98,20.32,240320.69,143117.5,433.1,555.35,540.35,0.9354,192.168.10.17,22,BENIGN
9069589,16,20,45502.82,24.03,410082.08,161814.0,571.85,387.39,398.45,1.1754,192.168.10.15,22,BENIGN
9974315,10,20,27111.95,26.12,412738.54,62105.21,337.72,808.3,371.89,1.9596,192.168.10.15,22,BENIGN
10181388,20,15,46915.09,15.75,269420.6,130802.23,410.7,562.76,510.91,1.3633,192.168.10.14,443,BENIGN
14032239,16,12,36908.95,26.42,336817.98,134382.96,325.29,489.44,199.03,1.339,192.168.10.14,8080,BENIGN
8279835,32,4,24183.86,33.02,71368.29,136450.35,167.17,642.28,351.55,1.1657,192.168.10.16,3389,BENIGN
7839545,19,16,39578.54,72.35,457559.75,125349.58,446.52,692.76,262.83,0.8734,192.168.10.14,3389,BENIGN
6658592,16,14,46464.62,36.33,318259.4,73394.85,469.09,552.59,499.91,1.3989,192.168.10.3,443,BENIGN
4149781,13,11,47023.51,33.24,280055.86,80326.52,283.55,475.07,548.03,1.2598,192.168.10.16,21,BENIGN
9867736,14,24,18640.7,9.82,411569.86,125071.68,380.68,410.77,531.86,1.3697,192.168.10.15,21,BENIGN
30793,1,1,723.18,3.67,70008.88,14650.03,75.29,49.86,13.26,0.5577,172.16.0.1,51,PortScan
98859,3,3,158.98,30.82,49806.5,19062.27,69.43,33.28,16.61,0.3624,172.16.0.1,22,PortScan
9339272,18,4,43582.85,21.55,266265.14,95636.01,395.48,754.32,279.15,0.954,192.168.10.8,3389,BENIGN
187168,1,0,886.4,31.97,42971.32,11751.11,45.69,26.1,12.38,0.7097,172.16.0.1,49,PortScan
4865754,5,7,0,26.57,156179.12,142253.65,495.55,361.6,423.01,1.5703,192.168.10.17,443,BENIGN
9654841,9,0,55698.55,36.0,44159.14,168145.06,325.55,792.03,385.39,1.0151,192.168.10.16,21,BENIGN
14477048,238,11,13377.37,52.24,8727.11,5960.66,25.02,55.99,21.43,0.0205,172.16.0.1,21,FTP-Patator
13711722,220,5,12564.46,74.76,27206.18,8383.82,32.45,47.91,25.25,0.0536,172.16.0.1,21,FTP-Patator
5820804,1,8,36766.45,0,131615.87,134855.48,483.67,544.83,427.76,1.7595,192.168.10.3,53,BENIGN
11753180,318,7,7424.66,68.38,22184.92,4898.55,36.13,51.29,15.87,0.0648,172.16.0.1,21,FTP-Patator
8173639,9,16,26508.89,27.47,283183.59,138381.26,320.3,567.8,691.74,1.4016,192.168.10.15,25,BENIGN
5923866,21,17,11730.11,21.72,9964.12,68793.47,351.93,697.31,479.6,1.7322,192.168.10.17,8080,BENIGN
11460599,253,5,8006.21,48.9,26463.61,11064.3,61.63,42.95,21.19,0.0306,172.16.0.1,21,FTP-Patator
5969140,8,11,4375.41,27.64,191585.62,162064.2,300.28,671.24,171.57,1.1149,192.168.10.17,443,BENIGN
8453584,17,10,36835.5,13.33,213970.94,29208.49,470.11,779.2,607.67,1.1175,192.168.10.25,53,BENIGN
1506250,796,0,922190.01,1110.3,680.01,513.75,1012.19,376.7,249.21,0.0095,172.16.0.1,443,DoS Hulk
6999477,5,7,37305.44,45.62,524823.52,159121.55,262.4,455.92,295.22,0.8559,192.168.10.51,443,BENIGN
128877,1,0,854.84,4.83,29686.24,16815.39,58.54,40.15,16.16,0.7231,172.16.0.1,79,PortScan
1629638,844,5,737566.5,1021.5,858.8,340.35,511.46,283.58,173.9,0,172.16.0.1,80,DoS Hulk
168371,2,0,247.07,20.26,12923.83,14057.56,32.05,37.84,9.96,0.3605,172.16.0.1,41,PortScan
1549335,1322,3,1324290.1,1368.92,893.16,97.88,1256.32,332.7,244.68,0.0017,172.16.0.1,443,DoS Hulk
12909160,3,19,18056.3,34.75,114950.24,64803.1,494.44,647.7,359.07,2.0241,192.168.10.50,21,BENIGN
37691428,31,1,413.86,0.77,2883255.91,475011.53,37.15,63.82,43.99,0.0701,172.16.0.1,80,DoS slowloris
6043303,12,20,54203.04,4.63,101666.77,195520.77,354.19,758.15,506.81,1.9663,192.168.10.51,80,BENIGN
1057313,1000,1,1767262.7,1698.68,1437.82,281.64,640.57,226.19,196.4,0.003,172.16.0.1,443,DoS Hulk
12593761,17,9,54007.19,24.55,365485.45,56358.76,427.56,532.49,388.89,1.0102,192.168.10.8,3389,BENIGN
25755070,27,2,401.71,0.88,2785507.71,456299.5,57.17,61.21,36.71,0.043,172.16.0.1,443,DoS slowloris
831133,1074,4,1606906.96,1296.31,1143.32,440.5,618.93,113.53,145.5,0.005,172.16.0.1,443,DoS Hulk
6195788,13,10,37290.73,17.37,29821.32,166997.29,253.38,455.3,246.69,1.4566,192.168.10.5,53,BENIGN
7860772,12,7,4821.73,44.97,20645.87,181953.75,378.28,610.42,449.76,0.8369,192.168.10.17,53,BENIGN
14414829,14,14,49257.9,21.78,150248.15,127508.05,686.56,670.84,323.9,1.6576,192.168.10.19,8080,BENIGN
13831720,1,15,19263.22,3.07,406993.64,161960.12,450.47,524.25,241.13,0.9498,192.168.10.14,443,BENIGN
8108529,7,5,39914.05,21.38,263041.09,94573.34,378.78,789.61,472.26,0.7603,192.168.10.3,443,BENIGN
183913,3,1,1232.46,18.83,52539.87,24200.68,22.5,29.75,16.18,0.7243,172.16.0.1,38,PortScan
534665,1150,5,1033438.89,1169.97,0,442.02,315.13,300.1,183.77,0.006,172.16.0.1,80,DoS Hulk
102295,3,2,651.14,28.85,41464.26,22760.66,29.72,40.06,10.64,0.8376,172.16.0.1,24,PortScan
4536931,9,22,31278.09,13.7,366480.87,27171.52,288.66,429.81,484.87,1.3091,192.168.10.14,25,BENIGN
12368121,16,16,59889.74,54.26,414515.06,92104.45,288.33,343.64,346.89,0.7532,192.168.10.25,21,BENIGN
8343541,224,5,10941.67,85.56,18461.47,7799.59,42.64,26.24,25.95,0.0383,172.16.0.1,21,FTP-Patator
1387835,901,4,1241256.55,1119.27,415.6,298.01,730.48,291.1,74.06,0.0078,172.16.0.1,443,DoS Hulk
5317709,11,8,43784.66,9.82,238588.47,117517.7,473.49,323.22,531.28,0.8221,192.168.10.15,22,BENIGN
24858005,19,1,353.15,1.12,2060442.34,481884.1,48.41,92.64,28.9,0.0718,172.16.0.1,80,DoS slowloris
14708274,178,16,8440.82,41.48,81973.64,21953.4,135.36,77.2,55.29,0.0868,172.16.0.1,22,SSH-Patator
9827772,216,5,13506.53,95.91,21490.63,4220.39,48.63,42.03,17.24,0.038,172.16.0.1,21,FTP-Patator
8754477,16,8,55810.65,24.79,97768.43,121728.42,191.74,696.79,359.03,1.1118,192.168.10.16,80,BENIGN
11719513,16,23,64211.13,35.15,401871.91,137594.71,457.74,830.67,504.68,0.4152,192.168.10.8,443,BENIGN
1371167,1316,2,1526841.19,1343.3,1099.16,502.4,743.07,189.69,126.13,0.0023,172.16.0.1,443,DoS Hulk
7059649,276,3,10676.33,61.58,19695.02,10195.72,43.34,53.34,19.35,0.0582,172.16.0.1,21,FTP-Patator
108542,1,1,729.61,30.75,17382.8,19458.17,46.98,54.74,13.8,0.4867,172.16.0.1,73,PortScan
8078205,32,8,27275.4,50.53,158464.22,64501.72,358.07,234.53,649.36,1.2544,192.168.10.8,22,BENIGN
53465,2,0,303.8,26.02,10227.05,25316.06,49.29,57.4,12.38,0.3894,172.16.0.1,21,PortScan
25376578,37,3,233.28,1.39,1122691.63,823787.68,78.15,55.78,28.12,0.0463,172.16.0.1,443,DoS slowloris
3955101,14,11,44604.14,26.98,421416.88,169496.94,534.0,275.99,314.49,0.2306,192.168.10.16,22,BENIGN
12951593,13,9,45324.68,26.88,206046.61,162383.68,393.71,306.12,344.07,0.8301,192.168.10.9,25,BENIGN
7900279,5,12,32365.6,27.41,185454.63,114696.84,400.99,535.75,481.18,0.5476,192.168.10.19,22,BENIGN
12866854,99,8,13999.94,50.23,142690.33,2435.41,88.68,107.15,60.11,0.1069,172.16.0.1,22,SSH-Patator
51701,1,2,996.09,22.23,53347.26,28287.85,57.51,37.36,3.03,0.4241,172.16.0.1,78,PortScan
15542166,213,9,12777.95,45.87,23822.6,5467.11,31.75,51.85,19.74,0.0327,172.16.0.1,21,FTP-Patator
7110640,245,7,7638.97,85.14,12610.52,6179.5,45.07,46.34,21.24,0.0228,172.16.0.1,21,FTP-Patator
21072191,47,3,306.25,0.7,1844734.58,612175.77,59.0,82.58,22.81,0.1082,172.16.0.1,80,DoS slowloris
537143,652,6,1570616.06,997.84,1455.89,364.28,714.97,290.57,151.32,0.0023,172.16.0.1,80,DoS Hulk
117506,2,0,742.77,8.16,30414.14,17089.64,29.01,42.31,12.65,0.4257,172.16.0.1,85,PortScan
92327,3,0,806.93,11.26,44728.44,17822.37,34.48,28.32,12.91,0.3149,172.16.0.1,54,PortScan
668705,697,6,1212171.23,1210.14,1336.84,443.53,833.47,327.09,242.61,0.0076,172.16.0.1,443,DoS Hulk
5874325,27,0,29276.15,28.57,244609.69,118128.34,201.91,600.22,297.43,0.7172,192.168.10.9,22,BENIGN
1092420,697,2,1610452.11,551.58,469.33,283.1,1090.06,340.26,174.48,0.0018,172.16.0.1,80,DoS Hulk
20435950,22,1,371.93,0.9,2462885.38,485724.88,48.81,60.23,30.54,0.0812,172.16.0.1,443,DoS slowloris
33023374,20,2,258.45,1.83,2949280.36,577812.01,86.73,33.82,23.8,0.0344,172.16.0.1,80,DoS slowloris
33937143,41,1,315.05,1.68,1514691.78,1008690.03,60.34,91.5,24.48,0.0227,172.16.0.1,80,DoS slowloris
9906165,293,7,12445.95,49.79,14000.62,6892.3,31.59,9.93,11.71,0.043,172.16.0.1,21,FTP-Patator
1540628,1491,0,1189230.53,1298.99,7.51,371.03,567.25,185.96,126.61,0.006,172.16.0.1,80,DoS Hulk
6608641,16,25,25217.27,18.72,0,136569.26,420.79,633.96,390.99,0.9418,192.168.10.50,3389,BENIGN
44788,1,2,235.02,8.94,41664.32,17059.3,46.99,48.53,9.32,0.6838,172.16.0.1,72,PortScan
1318708,869,5,1775116.62,1111.85,1366.45,583.08,714.4,377.49,169.19,0.0081,172.16.0.1,443,DoS Hulk
1407134,1009,5,1519628.49,1484.51,533.74,518.29,998.38,350.82,222.94,0.0011,172.16.0.1,443,DoS Hulk
16950564,115,6,20742.21,26.57,111919.77,32114.93,110.22,70.94,89.83,0.1416,172.16.0.1,22,SSH-Patator
8200513,4,26,44077.51,22.78,174970.71,185978.39,353.82,820.92,347.46,1.0172,192.168.10.51,443,BENIGN
12089532,9,13,40704.16,30.29,368386.94,63828.65,219.53,467.19,426.76,1.5699,192.168.10.3,22,BENIGN
9209900,14,8,37579.11,21.15,446988.94,154946.48,350.23,525.96,362.27,0.8952,192.168.10.14,443,BENIGN
151013,2,1,856.73,8.79,53305.39,16673.4,45.23,32.49,15.42,0.4049,172.16.0.1,56,PortScan
18973405,35,1,311.9,0.51,3429513.4,662248.8,51.63,43.29,21.33,0.0054,172.16.0.1,443,DoS slowloris
122899,1,1,597.34,22.11,80445.31,21995.71,58.61,34.76,8.61,0.702,172.16.0.1,44,PortScan
13042846,18,6,35445.35,13.26,295152.75,100915.18,150.1,696.7,652.91,0.5113,192.168.10.8,21,BENIGN
8786923,4,11,50589.49,36.92,335321.52,95830.19,293.43,712.45,284.68,1.0796,192.168.10.17,443,BENIGN
1067231,794,3,829703.52,1114.54,324.57,578.13,805.12,410.44,267.71,0.0031,172.16.0.1,443,DoS Hulk
22350536,169,25,11558.88,29.02,62939.37,28350.27,123.3,115.43,50.01,0.0735,172.16.0.1,22,SSH-Patator
9388017,1,0,53145.11,20.61,222274.87,134625.52,346.38,643.41,579.38,0.6769,192.168.10.15,80,BENIGN
566179,560,2,960655.47,1059.34,753.17,549.55,1005.54,256.11,160.78,0.0115,172.16.0.1,80,DoS Hulk
76489,2,2,134.46,17.76,48037.62,17638.65,63.86,28.23,12.67,0.1497,172.16.0.1,26,PortScan
8570372,12,11,44863.31,43.77,398370.6,73835.64,337.16,610.43,420.82,1.159,192.168.10.14,53,BENIGN
4846064,1,14,46010.22,25.35,214775.4,85291.41,444.42,491.56,467.8,1.3261,192.168.10.50,21,BENIGN
10690649,111,7,10487.05,40.62,87038.58,4067.27,57.61,75.76,65.48,0.1436,172.16.0.1,22,SSH-Patator
4355672,12,10,34048.45,0,78592.44,184886.75,286.16,441.05,526.18,1.4587,192.168.10.3,80,BENIGN
17028492,10,19,42204.39,49.87,319749.76,150441.9,381.58,490.06,287.01,0.6563,192.168.10.16,443,BENIGN
11769396,4,10,52573.74,34.28,185520.75,94225.13,426.74,598.49,364.31,1.6768,192.168.10.17,22,BENIGN
91753,1,0,854.97,28.18,45218.91,24396.95,62.25,33.68,13.7,0.3934,172.16.0.1,35,PortScan
8035633,28,16,29671.96,18.62,294718.64,97259.22,454.37,577.87,307.81,1.5355,192.168.10.15,443,BENIGN
4439506,21,0,34784.44,33.05,281023.11,89897.92,298.12,526.18,552.49,1.2225,192.168.10.15,21,BENIGN
1284273,864,6,1098384.46,1510.7,1156.51,490.14,688.99,90.19,122.59,0,172.16.0.1,80,DoS Hulk
28245857,16,1,254.57,1.14,2959995.7,337767.55,16.03,49.66,41.41,0.0169,172.16.0.1,443,DoS slowloris
20242805,12,8,0,24.17,374539.58,151846.08,350.35,831.66,313.21,1.6668,192.168.10.19,8080,BENIGN
9126141,17,2,29289.75,43.99,220561.0,160171.58,486.49,535.27,518.49,1.4744,192.168.10.51,3389,BENIGN
1053384,938,2,1495078.07,1049.97,974.41,246.8,649.76,270.64,70.54,0.006,172.16.0.1,80,DoS Hulk
5886036,16,8,41252.78,30.4,17783.84,139356.53,218.02,482.28,607.94,1.2491,192.168.10.5,443,BENIGN
32708590,20,2,329.46,0.55,923087.08,689612.63,39.79,66.11,40.02,0.0676,172.16.0.1,80,DoS slowloris
13778881,14,15,40087.19,26.9,243711.53,117830.69,264.55,551.14,495.68,1.1894,192.168.10.25,8080,BENIGN
30895085,10,0,227.16,1.4,3095679.41,758315.25,52.68,33.85,41.93,0.0486,172.16.0.1,80,DoS slowloris
59259,1,1,1213.2,12.55,68769.49,11835.38,44.6,28.61,13.95,0.4655,172.16.0.1,37,PortScan
132577,1,2,678.56,7.26,45317.36,16963.74,49.83,42.15,14.25,0.5907,172.16.0.1,87,PortScan
5798228,6,15,41531.52,34.42,424700.83,76703.17,544.08,587.85,193.43,0.4797,192.168.10.15,80,BENIGN
96985,1,0,944.13,20.12,51128.63,17952.39,51.92,43.46,6.17,0.6696,172.16.0.1,25,PortScan
7984670,119,11,3072.41,32.1,135813.35,28994.54,108.42,119.57,62.69,0.0142,172.16.0.1,22,SSH-Patator
3296904,13,18,37943.18,21.16,563815.59,196907.78,270.3,461.16,353.07,1.298,192.168.10.50,80,BENIGN
1558482,685,5,1772312.25,1478.81,846.48,349.22,207.86,251.07,216.49,0.0019,172.16.0.1,80,DoS Hulk
144911,2,1,577.13,25.77,48152.52,10160.17,67.64,46.99,11.02,0.8439,172.16.0.1,28,PortScan
82859,3,0,571.49,22.59,47787.64,19254.5,53.38,19.56,12.35,0.3764,172.16.0.1,44,PortScan
10600093,261,6,6094.67,63.59,26798.24,7228.36,30.07,17.15,12.27,0.0417,172.16.0.1,21,FTP-Patator
13126898,1,6,34421.4,22.65,281895.15,108980.16,480.58,348.38,465.41,1.4303,192.168.10.16,3389,BENIGN
14948608,154,12,2378.45,31.23,97347.4,24482.24,107.02,141.99,65.13,0.0804,172.16.0.1,22,SSH-Patator
106408,2,0,511.87,25.09,63654.38,19931.78,36.74,21.31,8.43,0.6474,172.16.0.1,38,PortScan
7193332,17,14,43198.84,43.44,311903.55,94277.93,318.21,606.27,440.92,1.3371,192.168.10.50,8080,BENIGN
7932729,18,5,44724.05,21.74,0,95629.18,489.44,579.15,439.99,0.0792,192.168.10.3,53,BENIGN
14849745,106,8,9054.6,39.29,18751.3,5908.53,31.84,69.59,25.6,0.0206,172.16.0.1,21,FTP-Patator
15007066,24,0,26248.9,42.05,371003.22,122228.95,235.67,346.03,568.63,0.5515,192.168.10.50,21,BENIGN
11602315,274,8,5045.88,56.25,20027.91,7192.05,50.34,58.33,31.46,0.017,172.16.0.1,21,FTP-Patator
6997964,17,17,25513.3,11.35,291670.54,92451.97,397.63,411.87,522.76,1.2516,192.168.10.16,80,BENIGN
